"tweetPsbb"
" nopo meniko simbak tumut sedih amargi enten lockdown psbb pkm lan sohabat ipun yai <U+0001F600><U+0001F64F>"
" psbb gblh"
" covid    melonjak di tengah ppkm epidemiolog sarankan psbb "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" corporatepuppetgovt corporatepuppetgovt<U+092E><U+0948><U+0902> <U+0924><U+094B> <U+092B><U+093C><U+0915><U+093C><U+0940><U+0930> <U+0939><U+0942><U+0901><U+091D><U+094B><U+0932><U+093E> <U+0909><U+0920><U+093E> <U+0915><U+0947> <U+091A><U+0932> <U+0926><U+0942><U+0902><U+0917><U+093E><U+0932><U+0947><U+0915><U+093F><U+0928> <U+091A><U+0932><U+0928><U+0947> <U+0938><U+0947> <U+092A><U+0939><U+0932><U+0947> <U+0938><U+093E><U+0930><U+093E> <U+092E><U+093E><U+0932> <U+091D><U+094B><U+0932><U+0947> <U+092E><U+0947><U+0902> <U+092D><U+0930>…"
"tutup karna psbb yah i mean bukan karna skrng minggu "
" jogja psbb nder jam   uda gada apa "
" kopsis sekarang di sebelah nya psbb kalo dari dalem sekolah masuknya lewat kantor mahad lama"
" nder yakin mau ke jogja masih psbb loh dan jogja juga zona merah tetangga ku bnyk yg kena c v d mending ditunda dulu"
"sebaiknya psbb "
" corporatepuppetgovt corporatepuppetgovt<U+092E><U+0948><U+0902> <U+0924><U+094B> <U+092B><U+093C><U+0915><U+093C><U+0940><U+0930> <U+0939><U+0942><U+0901><U+091D><U+094B><U+0932><U+093E> <U+0909><U+0920><U+093E> <U+0915><U+0947> <U+091A><U+0932> <U+0926><U+0942><U+0902><U+0917><U+093E><U+0932><U+0947><U+0915><U+093F><U+0928> <U+091A><U+0932><U+0928><U+0947> <U+0938><U+0947> <U+092A><U+0939><U+0932><U+0947> <U+0938><U+093E><U+0930><U+093E> <U+092E><U+093E><U+0932> <U+091D><U+094B><U+0932><U+0947>… "
" pakai paxel aja kakakk hehehe psbb melulu ya gak balik  saya hahaha wfh di cirebon bersama keluarga"
" msh psbb nder jogja hampir zona merah semua"
" oke nanti tamunya anjing aja yah kan lagi psbb <U+0001F970><U+0001F633>"
" ngapain kalo cuma sekedar liburan gausah lah nderr tabung aja uangnya jogja masih psbb kamu dirumah a… "
" ppkm psbb sdh berjalan    hari ternyata yg terinfeksi malah melonjak artinya ppkm pssb ga… "
" jakarta psbb ketat jadi gak banjir"
" covid    melonjak di tengah ppkm epidemiolog sarankan psbb "
"dadijayatransport city tour jogja tour rombongan rental mobil driver dalam luar kota wa             ig d… "
" psbb kakak"
"siapa di sini yang menyambut ulang tahun dalam nuansa psbb untuk kedua kalinya "
" mami saya mengira akibat perpanjangan psbb jakarta dan p satunya lagi saya lupa wiken ini pesanan ketan bumbu di hari mi…"
"persiapan hiburan bapa  saat psbb bandungnu meunang ulah adigung nu eleh ulah pundung liverpool westham… "
" retro  industrial gimana gituu krna ini unplanned staycation gada ekspektasi lebih jadi bagus  aja siih… "
" hanya berlaku yang psbb aja"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
"mami saya mengira akibat perpanjangan psbb jakarta dan p satunya lagi saya lupa wiken ini pesanan ketan bumbu d… "
" lagi psbb wil"
" gausah ngetik gini deh kalo psbb masih keluar rumah buat hal yg ga penting <U+0001F643>"
" ga psbb sampek jam piro awakmu"
" covid    melonjak di tengah ppkm epidemiolog sarankan psbb "
"psbb knapa ada yang bilang psby sih<U+0001F923><U+0001F923><U+0001F923>"
"kocak ini janjian di grup siapa aja yg mau dateng karna slot psbb cuma bisa   orang kan trs fotonya minta tolong sa… "
" psbb"
" psbb ngene bioskope ra bukak bengi lur "
" jngan ramerame psbb sampe      soalnya nnti gue di jemput di rumah lagi <U+0001F44C><U+0001F62D>"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" covid    melonjak di tengah ppkm epidemiolog sarankan psbb "
" covid    melonjak di tengah ppkm epidemiolog sarankan psbb "
"kalau ppkm diterapkan dgn benar seharusnya bisa menekan lonjakan covid   masalahnya ppkm tdk konsisten dan gak jel… "
" covid    melonjak di tengah ppkm epidemiolog sarankan psbb "
"ini kan masih psbb sampe tgl  feb tapi orang  juga udah pada gapeduli "
" covid    melonjak di tengah ppkm epidemiolog sarankan psbb "
"selama psbb skrng kalo maen berasa dikejar  waktu dah"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" covid    melonjak di tengah ppkm epidemiolog sarankan psbb "
" covid    melonjak di tengah ppkm epidemiolog sarankan psbb "
" covid    melonjak di tengah ppkm epidemiolog sarankan psbb "
" covid    melonjak di tengah ppkm epidemiolog sarankan psbb "
" ngeselin bgt kita disini susah susah ngejalanin psbb bisa bisa nya ada orang yg positif covid malah pada keluar rumah"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
"covid    melonjak di tengah ppkm epidemiolog sarankan psbb "
" tnyata msh ad yg mengira psbb itu pspb y he  "
"dulu gw pernah nanya ke abang ojol pas sblm psbb “kerja di mana bang ”"
"wah jancok bgt parner kerkel gue bisa bisanya bilang kalo udah gak psbb padahal psbb lagi di perpanjang mbok ya… "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" sebelum psbb jilid   "
" curangggg uwih geuranyicip psbb <U+0001F602><U+0001F602>"
" id          covid terus meningkat dan perpanjangan psbb dari pemerintah hingga   februari saya b… "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" semangat senderr btw kampus manaaa udah luring while di daerahku masih psbb dan keknya dari   sem lagiii<U+2639>"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" beres psbb gas titik"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
"minggu minggu enaknya main tapi gabisa karena psbb hufftt sabar ya guys"
"<U+0001F475> tadinya pas teteh pulang dari rumah sakit uwak mau ke bekasi jengukin tapi psbb diperpanjang jadi ini uang da… "
" pemprov dki jakarta kembali memperpanjang pembatasan sosial berskala besar psbb hingga   februari     jika kamu menemu…"
" pemerintah tolong di perhatikan kondisi masyarakat kecil dan pelaku usaha kecil yg terdampak oleh perpanjangan ppkm atau ps…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" maune rep muleh sebtu aku i ndes lha ndak diperpanjang psbb ne"
"mau beli mie ayam langganan tutup mulu krn psbb kudu kepriye"
" yuk di rumah masing masing lagi psbb "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" psbb a"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" “pemerintah dalam menangani pandemi masih terkesan kompromistis yakni kebijakan psbb amp ppkm merupakan cerminan kebijakan menc…"
" sepertinya taon depan bakalan masih psbb"
"yo psbbyo merapiyo anak e loro barangyo ra nduwe duityoo dadi mengkis mengkis"
" oh ini toh yg diajak jalan tp bilangnya psbb "
" psbb pas sange baru berkabar"
"psbb jawa bali ampe bulan depan should i make more dalgona and milk pie<U+0001F606>"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" psbb cuy"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" jek psbb "
"sebercanda itu kali ye marah gua sama dia sampe gak ada inisiatifnya dia ngajak jalan buat perbaiki hubungan udh… "
"pak dari pada psbb jalan ditutup tutup bikin orang mo pulang aja sampe nempuh jalan yg lebih jauh… "
" egx itu poto lama<U+0001F62D> udh ga minum itu lagi semenjak psbb gadibolehin keluar sama ortu<U+0001F625>"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" psbb<U+0001F308>"
" psbb ngunu"
" sama haha waktu psbb awal aku cuma bisa tidur kalo nonton shincan chibi maruko atau doraemon <U+0001F601>"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" psbb psbb"
" yuhuu aku ga sendiri ternyata <U+0001F602><U+0001F923>bener bangettt waktu itu sempet diledekin org rumah waktu awal psbb k… "
"post it ™ zerotolerancenow diharapkan lakukan sita atas asing yg lakukan cuci uang di pask… "
"psbb belum maksimal lockdown akhir pekan jadi alternatif "
" pelaksanaan psbb untuk… "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" psbb bro <U+0001F92D>"
" min tanya dong selama psbb ini ada yg pernah naik kereta tempat duduknya dikasih space apa ga ya terus untuk tes ant…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" ya kan lg psbb "
" pppfft lagi psbb ia <U+0001F62D><U+270A><U+0001F3FB>"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" psbb ody tunggu jadinya aja la <U+0001F609>"
"psbb dan wfh buat saya seperti manusia ga bergunatwitteran makan tidur"
" tp berjarak  m psbb soalnya"
" au mulih jam    pas psbb wingi lgsg ngebut serem nek ditutke sepi bgtttttttt bgt bgt"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
"serius nanya jawa bali itu masih psbb ga "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" oiyaa ampe kapan dah psbb "
" hayo loh melanggar psbb dan prokes tuh keluyuran malem "
" psbb ketat "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" lagi psbb jadi tempat makan jam     an udh tutup nder"
" psbb"
" harusnya sih udah buka sekarang masih psbb kan ya aku belum kemana juga sih taun ini terakhir n… "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" masa psbb aja orang asing masih pd dateng dimari"
"psbb pengeluaran sementara babak belur <U+0001F637>"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
"pinginnya sih ditemenin pacar tapi kan masih psbb gaes jadi mending siapin sambal indofood pedas kuah… "
" psbb kn sampe tgl   jgan nambah  in"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" wilujeng tepang taun paguyuban sapedah baheula bandoeng psbb nu ka    cunduk waktu nu rahayu m… "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
"alhamdulillah tepat di hari ini kami paguyuban sapedah baheula bandoeng psbb berulang tahun yang ke    semoga de… "
" tembus satu juta kasus covid    fraksi partai amanat nasional pan usulkan adanya lockdown akhir pekan menurut ketua fraks…"
" twist crito mau bengi satpol pp sweeping ng pecel maaf bapak sudah tau peraturan psbb terbaru gk ya om yg jual pecel man…"
" <U+0001F602> <U+0001F602> lupa dia ada psbb <U+0001F602>"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
"psbb dan ppkm kurang maksimal dpr ri sarankan lockdown akhir pekan "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" terima kasih banyak kang kirain produk psbb selama di rumah aja gk akan kena kopet <U+0001F602> sing penting kuatkan si mbak yaa"
" emane jek psbb bali"
"senajan psbb tetep wae dino weekend akeh bis wisata teng sliwet arah pinus karo pantai"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" psbb diperpanjang menjadi psbbbbbbbbbbbbbbbbbbbbbartiinya pembatasan sosial berskala besar belum berakhir bisa…"
" <U+0001F602> <U+0001F602> padahal lg psbb malam gk boleh keluyuran <U+0001F602>"
" coba malem  dulu jaman sblm psbb sering banget liat ada mahasiswa di mcd jam    malem keliatan dari gayanya"
" masih psbb ngk ntar deketan social dancing lagi "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" jangan lupa psbb dbd kb"
"malam minggu dirumah aja psbb berkelanjutan nggak bisa kemana mana jam   mlm udh tutup semua hujan derassangga… "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
"happy birthday <U+0001F917>truly shared a special psbb moment when i had the opportunity to talk with you we… "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" nanti abis psbb ke moxer kang"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
"psbb jp gak jelas njirrr "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" rakyat vietnam thailand tunduk dan patuh sama negaradiindonesia banyak orang pinter jd susah diatu… "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" di gua keknya dibatesin juga deh gua belum balik lagi oula psbb diperpanjang sedih bet"
" psbb gaboleh masuk kecuali warga situ"
" maaf kak psbb"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
"akhirnya ketemu bunda setelah sebulan lebih gak ketemu <U+0001F62D><U+0001F62D><U+0001F62D> kareja kemarin surabaya psbb"
"mau tanya jog pantai di gunung kidul buka ga ya pas psbb gini makasih"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" the only one gubernur tipe psbb pinternya sedikit blo onnya berjilid jilid apes… "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
"rakyat sdh dimiskinkan oleh aturan psbb eeh masih dipungut pajak pula<U+0001F629>sudah sedemikian bangkrutkah negara hingga… "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
"temen  seperjuangan hari ini lagi tasmi kalo aja ga ada halangan karna psbb sm koronces mungkin hari ini udh gabu… "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
"efek psbb kali ya hari minggu bukannya pada wisata malah ke igd <U+0001F62B>"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" min tanya dong selama psbb ini ada yg pernah naik kereta tempat duduknya dikasih space apa ga ya terus u… "
" tolong uratnya dibubarin karna lgi psbb"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
"viral curhatan kocak emak emak soal covid    netizen gagal paham psbb jadi bsby "
" jadi pengen main voli psbb gak ada lapangan yg buka"
" banyak aturan kayak psbb gt "
""
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
"liburan   bulan   minggu cm kek diisi hal  ga berguna kek ngegame sm ngewibu doang pengen main keluar tapi psbb dan takut cov d   "
" kaltim bukannya lagi psbb yak"
" gultik after sex was our routinity before psbb<U+0001F622> cause neither him nor me did smoke cigaratte<U+0001F927> "
"pengen keluar tapi msh psbb "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" majuny umkm bali krn ada pramuwisata    lokal    interlokalbali musim libur    anak sekolah dr jawa… "
" gatau kayaknya sistemnya error jdnya gitu blm sempet benerin soalnya lg psbb juga hikd makasi… "
"sarapan cimol <U+0001F602>seneng banget kali ini berhasil karna nyoba dari awal psbb kemarin selalu gagal<U+0001F602> wkwkwkwk "
"pemkot tangerang memperpanjang ppkm mulai    januari hingga   februari      mendatang perpanjangan tersebut merupa… "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
"msh suka ngerasa nyesel knp gak dari awal psbb tahun lalu pake fw acnes serum niacinamide dan masker aztec secret… "
" psbb masih kak tapi ya begitulahhhh hahaha"
" lg psbb ngga disana "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
"laporan kegiatan pemberlakuan pembatasan sosial berskala besar psbb secara proporsional di wilayah hukum polsek c… "
" pengawasan psbb tidak tepat dg… "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
"laporan kegiatan pemberlakuan pembatasan sosial berskala besar psbb secara proporsional di wilayah hukum polsek c… "
"laporan kegiatan pemberlakuan pembatasan sosial berskala besar psbb secara proporsional di wilayah hukum polsek c… "
"laporan kegiatan pemberlakuan pembatasan sosial berskala besar psbb secara proporsional di wilayah hukum polsek c… "
" samaa gabuut karena project gagal krn larangan psbb"
"trus kok udh pk face shield emg sebelum ppkm psbb dll tdk perlu jaga jarak pk masker dll <U+0001F92C><U+0001F1EE><U+0001F1E9><U+0001F198><U+203C><U+FE0F> trans error "
" wow kan bentar lagi mau valentineterus kan psbb dan ga bisa makan makan di restaurantsi al ga mau nih gw tawarin…"
"laporan kegiatan pemberlakuan pembatasan sosial berskala besar psbb secara proporsional di wilayah hukum polsek c… "
